mother,total_offspring,total_races,win_rate,top3_rate,avg_finish,best_class,shinba_win_rate
パリュール,5,58,0.0862,0.2241,6.5517,7,0.25
パリーナチャン,5,58,0.069,0.2759,6.0,7,0.0
ウエスティンタイム,3,58,0.0,0.1034,7.6034,7,0.0
ヒシエリート,3,58,0.1034,0.3103,6.7586,7,0.0
ケンホープ,6,58,0.1034,0.3276,6.5862,7,0.0
ラヴィーズラヴィン,8,58,0.0345,0.1034,8.5862,7,0.2
パールブロッサム,6,58,0.069,0.1379,7.5862,7,0.4
ヴァドヴィーツェ,6,58,0.0345,0.0862,10.4655,7,0.0
エレガントトーク,4,58,0.069,0.2069,7.7069,7,0.0
ティアーモ,6,58,0.1034,0.2414,7.1897,7,0.1667
グワダラハラ,6,58,0.0862,0.3276,6.2586,7,0.0
スイートアスペン,5,58,0.0172,0.1034,9.1379,7,0.0
スイートウィリアム,6,58,0.0345,0.0862,9.7241,7,0.0
エンゼルジョーカー,5,58,0.0862,0.2586,7.1034,7,0.0
タケイチゼット,3,58,0.0517,0.1552,8.8276,7,0.0
ルスナイサンバ,8,58,0.0172,0.069,9.7759,7,0.0
ユールフェスト,6,58,0.1034,0.2586,7.6379,7,0.3333
ミトス,6,58,0.1379,0.3966,6.0862,7,0.1667
ピュアプレジャー,6,58,0.0862,0.2069,7.7586,7,0.2
シシリアンブリーズ,6,58,0.0345,0.1897,6.6897,7,0.0
トーホウガイア,8,58,0.0517,0.2586,6.1207,7,0.0
アフレイタス,6,58,0.069,0.2069,8.1552,7,0.0
リアライズナラック,6,58,0.0517,0.1552,8.4483,7,0.25
エーシンリターンズ,7,58,0.0517,0.3621,5.7414,7,0.0
ビービーシグナス,2,58,0.0517,0.2759,6.8276,7,0.0
タケショウレジーナ,4,58,0.1552,0.3793,6.5172,15,1.0
クインポルカ,6,58,0.0517,0.2241,7.7241,7,0.0
マイネアラベスク,4,58,0.0345,0.2241,6.9483,7,0.0
ノヴァホーク,5,58,0.1207,0.2931,7.431,7,0.0
リミッターブレイク,3,58,0.1552,0.2931,7.8448,7,0.0
イエスアイキャン,4,58,0.0172,0.0862,8.069,7,0.0
サンエルピス,5,58,0.0862,0.2241,6.8966,7,0.2
ラティール,5,58,0.069,0.2241,7.8621,7,0.0
キングダンサー,5,58,0.1207,0.2586,6.3103,7,0.2
パシティア,4,58,0.0862,0.2759,7.069,7,0.25
ダノンジャンヌ,6,58,0.1207,0.4138,5.2414,7,0.0
キョウエイデビュー,3,58,0.069,0.1897,7.2414,7,0.0
ビジャリカ,7,58,0.0517,0.1034,8.8793,7,0.2
ザリーン,5,58,0.0345,0.3276,6.431,7,0.0
ヴォルドニュイ,7,58,0.0862,0.4655,5.7241,7,0.1429
マルモリバニー,6,58,0.1379,0.3276,7.6724,7,0.0
ハーランズロマン,5,58,0.069,0.1897,8.4483,7,0.0
ショウナンパンドラ,6,58,0.1034,0.2069,6.9138,7,0.2
カレンママ,6,58,0.1034,0.2759,6.7931,7,0.0
アルカンジュ,6,58,0.0345,0.1379,8.0517,7,0.0
プティプランセス,4,57,0.1404,0.2982,6.7544,7,0.25
ニホンピロコナユキ,6,57,0.0351,0.1579,8.5439,7,0.0
シュフルール,8,57,0.0526,0.1404,8.6491,7,0.0
ラシーク,4,57,0.1053,0.1579,6.807,7,0.3333
ヴィルシーナ,4,57,0.1754,0.386,6.0877,7,0.0
ミメティコ,4,57,0.0,0.0526,9.5439,7,0.0
レイオブライト,6,57,0.0175,0.1053,8.9123,7,0.0
ロジディオン,2,57,0.0702,0.2105,8.0526,7,0.0
マルカフローリアン,6,57,0.0351,0.1754,7.0877,7,0.0
アースウイザード,5,57,0.0,0.2456,7.3333,7,0.0
アースシンボル,6,57,0.0351,0.0877,8.3158,7,0.0
ストロングレダ,6,57,0.0702,0.2807,7.2105,7,0.0
マジェスティッククオリティ,5,57,0.0877,0.2105,6.7018,7,0.25
ウォークロニクル,4,57,0.0526,0.2807,6.3333,7,0.0
チチンプイプイ,4,57,0.0175,0.0351,10.0175,7,0.0
オーガストウェイ,7,57,0.0351,0.1754,7.9649,7,0.0
アルレシャ,5,57,0.0702,0.2105,7.4035,7,0.0
ポンテディリアルト,8,57,0.0351,0.0877,9.1404,7,0.0
ココロノアイ,5,57,0.0351,0.0877,8.5789,7,0.25
コスモフォーチュン,5,57,0.0351,0.1228,8.7544,7,0.0
クイーンオブトロイ,6,57,0.0526,0.2982,7.193,7,0.0
マイネエストレヤ,6,57,0.0351,0.1754,8.4211,7,0.0
オスカルフランソワ,5,57,0.0702,0.1754,8.7895,7,0.0
インドリヤ,4,57,0.1053,0.3158,7.5088,7,0.0
アクティビスト,3,57,0.0175,0.2105,7.5614,7,0.0
エールドクラージュ,5,57,0.1404,0.2281,8.386,7,0.5
アクアリング,7,57,0.1579,0.3333,7.3509,7,0.5
タケカワルキューレ,7,57,0.0175,0.1053,9.0,7,0.0
ウイニングティアラ,9,57,0.0175,0.193,8.4386,7,0.0
マイダイナマイト,6,57,0.0351,0.1579,8.5789,7,0.0
サンテミリオン,8,57,0.0175,0.1053,8.0351,7,0.0
バイタルスタイル,7,57,0.0351,0.193,7.7368,7,0.0
ハニーパイ,4,57,0.0877,0.3333,6.3684,7,0.0
トロピカルフラワー,6,57,0.0351,0.1579,8.0877,7,0.0
オルレアンノオトメ,9,57,0.0175,0.1053,9.4035,7,0.0
ダノンスズラン,7,57,0.0877,0.2632,7.7193,7,0.0
エーシンベロシティ,6,57,0.1228,0.2105,8.4561,7,0.2
スプレンダー,6,57,0.0351,0.1053,8.6316,7,0.0
アルバローズ,7,57,0.0351,0.1579,8.2456,7,0.0
ピリカ,6,57,0.0877,0.386,6.1404,7,0.25
レッドフィオーレ,6,57,0.0175,0.1404,7.4737,7,0.0
ノードラメール,4,57,0.0877,0.3158,6.9825,7,0.0
パストフォリア,5,57,0.1053,0.2807,6.807,7,0.3333
クリスティロマンス,8,57,0.0526,0.1053,9.7544,7,0.0
フェスティブシャン,3,57,0.0702,0.1754,8.0526,7,0.0
ルヴァーガール,7,57,0.0526,0.1579,7.7544,7,0.0
プラチナベール,5,57,0.0351,0.1053,8.9825,7,0.0
ボージェスト,6,57,0.1579,0.3333,5.807,7,0.3333
スウィートクレメンタイン,4,57,0.0351,0.1404,8.8596,7,0.0
フェスティヴマロン,6,57,0.0351,0.1754,8.1053,7,0.0
イングリッド,4,57,0.1228,0.4035,5.807,7,0.0
ビワハイジ,4,57,0.1053,0.2632,7.2105,7,0.0
ミルククラウン,7,57,0.0526,0.193,8.0175,7,0.0
ピュアティー,5,57,0.0175,0.0351,9.6316,7,0.0
ブランカ,5,57,0.0877,0.2632,7.7368,7,0.25
エーシンアマゾーン,5,57,0.1404,0.3684,5.4912,7,0.0
サトノジュピター,6,57,0.0877,0.2807,6.4211,7,0.4
リーフィーウッド,5,57,0.1228,0.2632,7.7895,7,0.0
エンジェヌー,5,57,0.1228,0.3333,6.6491,7,0.0
サバナパディーダ,6,57,0.0702,0.2632,7.614,7,0.2
メイユーブルーム,6,57,0.0702,0.2456,7.5263,7,0.0
キミホウセキ,4,57,0.0351,0.0877,9.7018,7,0.0
ダストアンドダイヤモンズ,5,57,0.2632,0.4561,4.614,7,0.25
ファーストレディ,3,57,0.1754,0.4211,5.8421,7,0.6667
シェアザストーリー,8,57,0.0877,0.2456,6.6667,7,0.1429
ホウライビクトリア,3,57,0.0702,0.1579,7.9298,7,0.0
イシス,6,57,0.1228,0.3158,6.0526,7,0.0
ウィズペイシェンス,6,57,0.0351,0.1053,9.7018,7,0.0
ウインディーギフト,2,57,0.0702,0.2807,6.5789,7,0.0
ヤマシロギク,5,57,0.0351,0.1404,7.9649,7,0.0
レッドダイヤモンド,5,57,0.0526,0.1579,8.4912,7,0.0
ルージュバンブー,5,57,0.0526,0.2456,7.1404,7,0.0
マヤノメメント,4,57,0.1053,0.2105,7.2281,7,0.0
メイショウナナイロ,6,57,0.0526,0.193,7.193,7,0.2
ブルーモーメント,7,57,0.0877,0.1754,7.193,7,0.3333
ワンダーフウラン,8,57,0.0526,0.1404,8.0175,7,0.0
アドマイヤアロング,6,57,0.0526,0.1579,7.4912,7,0.0
プロクリス,5,57,0.1053,0.2807,6.8246,7,0.25
エスジーアンクル,6,57,0.0526,0.2807,6.5088,7,0.0
アジアンミーティア,8,57,0.0702,0.2807,7.614,7,0.0
ウイングドキャット,4,57,0.0877,0.2632,6.9298,7,0.5
チアフルアイズ,3,57,0.0351,0.193,7.5614,7,0.0
ワンダーノンブーレ,7,57,0.0351,0.2281,8.2105,7,0.0
ウイントゥルーラヴ,9,57,0.0351,0.1053,9.4211,7,0.0
アグネスバラード,10,57,0.0526,0.0702,11.5088,7,0.0
ロジャーズスー,6,57,0.1053,0.3158,7.2456,7,0.2
スパンゴールド,5,57,0.0526,0.2281,7.1053,7,0.0
エアワンピース,6,57,0.1228,0.3684,5.5088,7,0.0
ハナガスミ,7,57,0.0,0.1404,7.7895,7,0.0
クレーンズラヴァー,4,57,0.0526,0.1579,8.614,7,0.0
シルクアイリス,7,57,0.1053,0.2807,6.4211,7,0.1429
シルクプリズム,6,57,0.0,0.2105,6.4912,7,0.0
レッドクラウディア,5,57,0.0877,0.193,8.0351,7,0.0
タガノミューチャン,5,57,0.1053,0.3158,6.5263,7,0.2
サザンスピード,7,57,0.0877,0.3333,6.5263,7,0.0
スウェプトレジーナ,6,57,0.0877,0.1053,9.0877,7,0.25
イゾラトウショウ,4,57,0.0526,0.1228,9.614,7,0.0
ピンウィール,7,57,0.0877,0.2982,6.8772,7,0.0
ユウキャラット,5,57,0.0175,0.1579,6.8596,7,0.0
ブライティアガール,5,57,0.0175,0.1228,9.8246,7,0.0
ホシノキンカ,2,57,0.0702,0.2456,8.3333,7,0.0
レスレクシオン,4,56,0.0536,0.2143,8.9107,7,0.0
ケイティローレル,6,56,0.1071,0.3393,6.4821,7,0.0
デイトナイト,4,56,0.0714,0.2679,7.8571,7,0.0
サンビスタ,6,56,0.1786,0.4107,5.5714,7,0.0
キーラッキー,1,56,0.0357,0.2679,7.6964,7,0.0
ビーポジティブ,4,56,0.1071,0.3036,6.2857,7,0.0
ミリオンウィッシーズ,5,56,0.1786,0.4464,5.25,7,0.4
ハナマル,6,56,0.0714,0.3036,6.4286,7,0.2
キラリダイヤモンド,7,56,0.0536,0.3214,6.625,7,0.0
ファーストサイト,5,56,0.0357,0.0893,8.6429,7,0.3333
サンウィルシャイン,6,56,0.0714,0.1786,7.5179,7,0.0
ニシノムーンライト,5,56,0.0357,0.1429,8.1786,7,0.0
マラムデール,5,56,0.0536,0.1964,6.9643,7,0.0
オペラガール,6,56,0.0714,0.2321,7.6429,7,0.0
メジロアリス,5,56,0.1071,0.2857,7.3393,7,0.5
スナップショット,4,56,0.1071,0.2143,8.3571,7,0.0
ゴールウェイ,5,56,0.0714,0.2143,8.4643,7,0.0
マルターズスパーブ,2,56,0.0357,0.125,7.9643,23,0.0
ショウサンミーベル,8,56,0.1071,0.2321,8.375,7,0.0
カンシャノキモチ,4,56,0.0893,0.1429,7.4107,7,0.0
ニンフェッタ,7,56,0.0714,0.1071,8.8393,7,0.2
ショウナンガーデン,7,56,0.0536,0.1964,7.625,7,0.2
ストロベリーパフェ,7,56,0.0536,0.1964,8.5357,7,0.0
ポンテペルレ,8,56,0.0179,0.1964,8.9286,7,0.0
マニックサンデー,4,56,0.1071,0.4643,5.9643,7,0.0
ヴェアリアスローズ,3,56,0.0536,0.1786,8.8929,7,0.3333
チャンネルワン,3,56,0.1429,0.1786,8.875,7,0.0
シュペトレーゼ,6,56,0.0357,0.1429,7.9107,7,0.0
ダイイチボタン,4,56,0.0536,0.1964,6.4643,7,0.0
キュールエアリス,6,56,0.0357,0.1607,8.5714,7,0.0
タマモエルドラド,4,56,0.1071,0.3571,5.875,7,0.25
タマモピアス,8,56,0.0536,0.1786,8.0179,7,0.0
プラチナチャリス,4,56,0.1964,0.3929,6.3929,7,0.6667
ルヴァンクレール,5,56,0.1071,0.3393,6.3393,7,0.0
アメーリア,2,56,0.125,0.3929,6.1429,7,0.5
ハイウェイトゥグローリー,5,56,0.0536,0.1964,8.4643,7,0.0
シマノラピス,6,56,0.0357,0.0893,10.0536,7,0.0
シンコームーン,5,56,0.1071,0.25,7.1607,7,0.0
ナオミノユメ,5,56,0.0536,0.1786,6.8036,7,0.2
パーソナルブレーン,5,56,0.0714,0.25,6.5357,7,0.0
アンテヴォルテ,4,56,0.0714,0.125,7.4464,7,0.0
ダンスオブサロメ,6,56,0.0,0.0357,9.8214,7,0.0
クリスチャンパール,5,56,0.1607,0.2857,7.0893,7,0.5
パルテノン,4,56,0.1071,0.2143,8.2143,7,0.3333
ハルーワソング,7,56,0.1429,0.2679,6.6429,7,0.5
バトルラヴ,7,56,0.0179,0.1429,8.9107,7,0.0
ニシノマメフク,3,56,0.0714,0.2143,6.4821,7,0.3333
マダニナ,4,56,0.0536,0.25,8.1607,7,0.5
クリスタルキャノン,4,56,0.0536,0.1964,7.4821,7,0.0
サトノコンドル,6,56,0.0179,0.125,7.6607,7,0.0
クリアンサス,7,56,0.0536,0.2679,7.3571,7,0.0
ローズウッド,4,56,0.0179,0.0357,8.9643,7,0.0
リリーポンド,5,56,0.0,0.125,7.8571,7,0.0
パラダイスリッジ,4,56,0.125,0.2857,6.8036,7,0.0
メイルストローム,6,56,0.0536,0.2857,7.4286,7,0.0
ルアス,7,56,0.0893,0.2321,7.7679,7,0.0
ビーチフラッグ,6,56,0.0893,0.3036,7.1786,7,0.3333
スフィンクス,3,56,0.1071,0.2857,5.8214,7,0.0
シーノットラブユー,4,56,0.1071,0.3036,6.5536,7,0.0
ディアースパークル,6,56,0.0714,0.125,8.3929,7,0.0
レゼトワール,6,56,0.1964,0.4464,5.6607,7,0.4
タキオンメーカー,5,56,0.1429,0.3571,6.5714,7,0.0
モエレメルシー,5,56,0.1071,0.2143,7.1964,7,0.0
ディナシー,7,56,0.1429,0.3571,5.9821,7,0.0
ピエナヴィブレ,8,56,0.0536,0.25,7.0893,7,0.0
オールウェイズウィリング,9,56,0.0536,0.1964,7.3929,7,0.0
イマーキュレイトキャット,5,56,0.1429,0.2857,7.0,7,0.6667
トップサンキスト,4,56,0.0357,0.1786,7.2857,7,0.0
センターアンジェロ,6,56,0.0357,0.2143,7.4643,7,0.0
ハネダテンシ,5,56,0.0179,0.1429,7.7143,7,0.0
ウインキナウ,3,56,0.0536,0.2679,8.125,7,0.0
シルクロザリオ,6,56,0.0357,0.1071,10.0357,7,0.0
イタリアンオリーブ,5,56,0.0357,0.1429,8.1607,7,0.0
クロスマイハート,3,56,0.125,0.3393,7.2857,7,0.0
セルリアンブルー,5,56,0.0893,0.1429,7.6429,7,0.0
スカーレットベル,4,56,0.1607,0.5,4.9464,7,0.0
メイショウホノボノ,4,56,0.0536,0.25,6.75,7,0.0
ディアコトミ,4,56,0.1071,0.25,7.7857,7,0.0
エリザベスムーン,7,56,0.0179,0.0893,9.5536,7,0.2
メイショウハナビ,2,56,0.0,0.2321,7.6071,23,0.0
カラズマッチポイント,5,56,0.25,0.4821,5.4286,7,0.4
ワルツオブキャット,7,56,0.0714,0.2679,6.9821,7,0.0
プリンセスカナ,6,56,0.0893,0.2321,6.6964,7,0.0
ランペイア,1,56,0.1429,0.3929,6.2143,7,0.0
バンブーユキヒメ,6,56,0.0357,0.0893,8.7143,7,0.0
マンボカーニバル,4,56,0.0714,0.1607,8.7321,7,0.0
レッドシャトル,3,56,0.0536,0.4643,6.0714,7,0.3333
アドマイヤベリー,5,56,0.0536,0.2321,8.7857,7,0.0
アイアムトゥルー,3,56,0.1071,0.2321,6.9286,7,0.0
アルティマトゥーレ,5,56,0.2143,0.5179,4.5536,7,0.0
カノン,6,56,0.0357,0.1071,8.2143,7,0.1667
ファスキナーレ,4,56,0.0536,0.2679,8.3571,7,0.0
プリティカポレイ,5,56,0.0714,0.3214,6.2321,7,0.2
マロンコート,3,56,0.0179,0.1786,7.2679,7,0.0
ストック,4,56,0.125,0.1607,7.75,7,0.5
アルウェット,5,55,0.0364,0.2182,7.6727,7,0.0
プライムアクトレス,8,55,0.0545,0.2182,8.2,7,0.1429
カルマート,4,55,0.0727,0.3091,6.2,7,0.0
ショウナンラヴオン,5,55,0.0,0.2,6.2182,7,0.0
メイショウセイカ,4,55,0.0545,0.1818,6.3273,7,0.0
ピクトリアル,4,55,0.0545,0.2727,6.5818,7,0.0
ヘルスウォール,5,55,0.0545,0.1818,8.6182,7,0.0
マイネレーヌ,9,55,0.0727,0.1273,8.9091,7,0.2857
キュートエンブレム,6,55,0.0364,0.1273,9.8909,7,0.0
ハギノオマージュ,4,55,0.0727,0.2,8.1091,7,0.0
アルーリングハート,6,55,0.0727,0.3091,6.6909,7,0.2
アカンサス,8,55,0.1091,0.3818,6.2727,7,0.0
We'll be There,5,55,0.0727,0.1273,7.9273,7,0.0
ケイティラブ,8,55,0.0182,0.1273,9.0,7,0.0
クイーンマザー,4,55,0.0727,0.3455,5.8545,7,0.0
アグネスマジカル,7,55,0.0727,0.1455,8.1273,7,1.0
ライステラス,5,55,0.0364,0.1636,8.4182,7,0.0
オブザーヴァント,4,55,0.1455,0.3455,6.6727,7,0.0
レディシビル,4,55,0.0545,0.1636,7.1273,7,0.0
プリンセスドルチェ,5,55,0.0545,0.2545,7.2909,7,0.0
シェナンドアリバー,6,55,0.0182,0.1273,8.0727,7,0.0
オルダニー,3,55,0.1273,0.2727,6.2909,7,0.5
コンドコマンド,5,55,0.0909,0.2727,7.6,7,0.4
アイルドフランス,4,55,0.0909,0.2,7.3455,7,1.0
アウトオブタイム,6,55,0.1273,0.3273,7.0727,7,0.0
ブライアンズレター,4,55,0.0545,0.1273,9.2545,7,0.0
マチカネチコウヨレ,5,55,0.2182,0.4,6.2545,7,0.5
ピクシープリンセス,5,55,0.1273,0.4727,5.0909,7,0.0
シルキージュエル,4,55,0.0545,0.1818,6.8909,7,0.0
マッキーマドンナ,6,55,0.0182,0.0545,9.8727,7,0.0
タイキロザリオ,7,55,0.0727,0.2,7.4909,7,0.25
プリンセスイブ,6,55,0.0727,0.1818,7.9455,7,0.0
リバティスプライト,5,55,0.0545,0.2,7.4727,7,0.0
トップデサイル,4,55,0.1455,0.3636,5.7818,7,0.0
ミサノグリーン,3,55,0.0364,0.1091,8.4909,7,0.0
ペルセクション,6,55,0.0364,0.0909,10.0,7,0.0
ミラクルワウ,8,55,0.0364,0.2182,6.8545,7,0.0
スパイラルリング,4,55,0.1818,0.4545,5.1455,7,0.3333
キャッチザカクテル,5,55,0.0909,0.2182,6.9636,7,0.0
フィエラメンテ,8,55,0.0545,0.1818,7.1818,7,0.0
アブラシオ,5,55,0.1091,0.2727,8.1091,7,0.5
ファイナルスコア,5,55,0.0909,0.4182,5.5455,7,0.2
イルミナティ,7,55,0.0182,0.1636,8.3818,7,0.0
イルーシヴウェーヴ,7,55,0.1636,0.3455,6.1818,7,0.6667
ベッラレイア,7,55,0.0364,0.2182,7.4909,7,0.0
フジインザスカイ,3,55,0.1091,0.2727,5.8182,7,0.0
イヴニングミスト,6,55,0.0545,0.1091,9.6364,7,0.0
ブリズデロートンヌ,5,55,0.0364,0.0909,8.9273,7,0.0
ファーストナイナー,4,55,0.1091,0.2727,7.4909,7,0.0
ラビアンローズ,3,55,0.0364,0.1091,9.1091,7,0.3333
タイキプレリュード,3,55,0.0545,0.1818,9.0,7,0.0
オールタイムベスト,4,55,0.1273,0.3636,6.5636,7,0.0
アンリミテッドバジェット,5,55,0.0545,0.2909,6.4545,7,0.0
エトレーヌ,5,55,0.0727,0.1818,8.4909,7,0.0
エアティアーモ,7,55,0.0909,0.3273,6.0909,7,0.0
ジャルダンスクレ,7,55,0.0909,0.2909,6.2182,7,0.0
チヨノビンコ,1,55,0.0545,0.1818,6.4909,23,0.0
レッドプライム,6,55,0.0909,0.1818,8.4182,7,0.0
ローズバド,6,55,0.0909,0.1636,7.7818,7,0.0
モケット,8,55,0.2182,0.4,6.0545,7,0.2
マロトウショウ,9,55,0.0364,0.1636,8.6182,7,0.0
シナジーウィスパー,7,55,0.0545,0.1091,7.9273,7,0.1429
ウィズザフロウ,7,55,0.0545,0.2,6.8909,7,0.0
フォーチュンワード,8,55,0.1636,0.2545,7.7818,7,0.1429
ミッキーオリーブ,7,55,0.0545,0.3273,7.3273,7,0.0
フレンチムスメ,7,55,0.0545,0.1636,8.3455,7,0.0
ヤマニンアドーレ,4,55,0.1273,0.3091,6.9636,7,0.0
ヤマニンシュクル,6,55,0.0,0.0182,10.7636,7,0.0
ラフレッシュブルー,3,55,0.0545,0.2545,7.5455,7,0.0
アンジュシュエット,5,55,0.1818,0.4,5.9091,7,0.0
エヴァモア,8,55,0.0909,0.3273,6.9818,7,0.0
ディヴァインクレア,7,55,0.0545,0.1273,8.3455,7,0.0
オルティスローザ,4,55,0.0545,0.2182,7.1273,7,0.0
スプラッシュビート,2,55,0.0182,0.1455,7.8,23,0.0
メジロミシェル,4,55,0.0182,0.1636,7.1273,7,0.0
テスタオクローチェ,6,55,0.0909,0.2727,6.7818,7,0.0
クエルクス,8,55,0.0364,0.1455,8.4909,7,0.1429
マサノミネルバ,4,55,0.0545,0.1455,8.1091,7,0.0
マサノメジャー,5,55,0.0182,0.0364,9.2182,7,0.0
テイクミーハイヤー,5,55,0.0727,0.2727,6.5273,7,0.0
サラフィナ,7,55,0.1636,0.3273,6.0182,7,0.1667
アスタラビクトリア,8,55,0.0364,0.1091,9.0182,7,0.0
メイショウスイヅキ,3,55,0.1273,0.2727,6.9818,7,0.0
ノボキッス,6,55,0.1091,0.2182,8.4909,7,0.0
タイトーク,5,55,0.0909,0.2364,7.4,7,0.0
グレイシアブルー,4,55,0.2,0.4364,5.1636,7,0.0
ボムガール,4,55,0.0727,0.2,7.2364,7,0.0
シャルロットノアル,6,55,0.0909,0.2364,7.4727,7,0.2
ハッピーパレード,4,55,0.0727,0.2182,6.9636,7,0.0
ハッピーアビラ,4,55,0.0364,0.2,6.0909,7,0.0
エイシンベリンダ,6,55,0.0182,0.1273,7.6182,7,0.0
エイブルアロー,4,55,0.0727,0.2364,7.2909,7,0.0
アドマイヤエバート,6,54,0.0741,0.1481,8.5926,7,0.1667
トリリウム,3,54,0.0185,0.1667,7.537,7,0.0
プレザンサプライズ,7,54,0.0556,0.2037,8.2037,7,0.0
オイスターチケット,5,54,0.1111,0.2037,7.8333,7,0.5
ヴィーヴル,6,54,0.1296,0.2593,6.9444,7,0.0
ダブルタイトル,3,54,0.0185,0.0741,7.7037,7,0.0
ヘヴンリーソング,3,54,0.0926,0.2963,7.2778,7,0.0
レッドカチューシャ,4,54,0.037,0.2037,6.963,7,0.0
シャペロンルージュ,8,54,0.0926,0.2222,8.6296,7,0.0
レイジーリヴァー,5,54,0.0926,0.3704,6.7222,7,0.0
バーミスキャット,7,54,0.0741,0.2963,7.3704,7,0.0
リヴィアローズ,5,54,0.1481,0.4074,6.0185,7,0.0
サンデーローザ,7,54,0.037,0.2037,7.6667,7,0.0
スプリングドリュー,6,54,0.0,0.037,8.6852,7,0.0
コックニー,4,54,0.1481,0.3333,7.1296,7,0.3333
バレーダンシング,5,54,0.037,0.0556,7.8148,7,0.0
ミヤコレッドローズ,4,54,0.0556,0.0741,9.0926,7,0.0
ファンファーレ,5,54,0.0185,0.1481,8.8148,7,0.0
リシャールサーバー,3,54,0.0926,0.2778,7.5,7,0.0
エンジェルローブ,4,54,0.0556,0.1667,8.2593,7,0.0
キトゥンズクイーン,4,54,0.1481,0.463,5.0556,7,0.3333
マスクオフ,6,54,0.2778,0.6481,4.1111,7,0.5
ホーリーミスト,4,54,0.0741,0.2778,7.2222,7,0.0
キズナ2,7,54,0.0556,0.2222,7.2037,7,0.0
ジヴェルニーアート,6,54,0.0185,0.0926,8.7037,7,0.0
ビジューブリアン,4,54,0.0741,0.1667,7.9444,7,0.0
アポロティアラ,5,54,0.037,0.2037,7.7222,7,0.0
ミッキーレモン,4,54,0.0741,0.2593,6.7407,7,0.25
リュヌドサーブル,4,54,0.0556,0.2407,6.8889,7,0.0
トーセンリリー,4,54,0.0556,0.1296,9.1481,7,0.0
アドマイヤセラヴィ,4,54,0.1296,0.2593,7.0185,7,0.0
ヤマニンアリエル,6,54,0.037,0.1111,9.2778,7,0.0
ベリーフィールズ,3,54,0.037,0.1667,7.3333,7,0.0
メジロベツァーリ,3,54,0.0741,0.3148,7.0926,7,0.0
スマートアルテミス,4,54,0.0926,0.2778,7.3519,7,0.0
カプリースレディー,7,54,0.1296,0.2407,7.9815,7,0.0
ホエールキャプチャ,6,54,0.0556,0.2593,6.8148,7,0.25
ジニオマッジョーレ,5,54,0.0741,0.2778,7.3889,7,0.0
サンデーローズ,7,54,0.0556,0.1852,7.3148,7,0.0
エアメサイア,2,54,0.2037,0.537,5.1296,7,0.5
テイエムヒスイ,5,54,0.037,0.3148,6.3333,7,0.0
プラチナローズ,7,54,0.037,0.1852,7.4259,7,0.0
ジョリブロンド,5,54,0.0741,0.2407,6.9074,7,0.0
エターナルブーケ,4,54,0.2407,0.6481,3.7593,7,0.25
ジョリファム,4,54,0.1296,0.2778,7.3333,7,0.25
キタサンヒメ,3,54,0.1111,0.3704,6.8519,7,0.0
メイショウランタナ,5,54,0.0185,0.1111,8.5,7,0.0
クリノスレンダー,3,54,0.0185,0.0185,9.6852,7,0.0
エリモジェンヌ,7,54,0.037,0.2037,8.5,7,0.0
シェムリアップ,7,54,0.0185,0.1667,7.9444,7,0.0
ウルトラシートゥ,4,54,0.0556,0.2037,7.6296,7,0.0
ヌーベルバーグ,4,54,0.0926,0.3519,6.7037,7,0.0
スポークスウーマン,8,54,0.0556,0.2593,8.2037,7,0.1429
Patti O'Rahy,2,54,0.0556,0.2407,7.8889,7,0.0
ヘヴントウショウ,1,54,0.0556,0.2963,6.4074,7,0.0
アドマイヤオンリー,6,54,0.0556,0.2407,7.6111,7,0.0
スカイクレイバー,6,54,0.0741,0.1852,8.3333,7,0.0
グローブ,6,54,0.0556,0.1852,7.963,7,0.2
ハマナス,3,54,0.1667,0.3889,5.9259,7,0.0
コヴェンティナ,4,54,0.0556,0.2222,8.2037,7,0.0
スズカクエーサー,5,54,0.0926,0.2407,6.8519,7,0.0
セレスティアルキャット,5,54,0.0556,0.3519,5.3148,7,0.0
ゴールデンイエラ,5,54,0.037,0.2407,6.8889,7,0.0
ミルシャイナー,5,54,0.037,0.2037,7.0926,7,0.0
オージーカンパニー,4,54,0.0556,0.1852,7.9074,7,0.25
ロキロキ,6,54,0.0741,0.2037,7.7963,7,0.0
ヤマニンプロローグ,4,54,0.037,0.1852,7.5,7,0.0
エイムアットビップ,9,54,0.0,0.0926,9.9259,7,0.0
カチバ,5,54,0.0926,0.2593,7.5741,7,0.0
パワフルリーフ,2,54,0.0556,0.1481,7.2593,7,0.0
ダイアゴナルクロス,5,54,0.0926,0.2963,7.5741,7,0.5
シーサイドブリーズ,2,54,0.0741,0.3889,6.2037,7,0.0
ニホンピロルピナス,7,54,0.0926,0.3519,6.8889,7,0.0
カーリーエンジェル,4,54,0.1111,0.2593,7.6852,7,0.0
パンドラズホープ,5,54,0.0185,0.0926,7.2963,7,0.0
トップオブザヒル,6,54,0.037,0.2593,7.1481,7,0.0
バラファミー,3,54,0.0741,0.1667,7.8519,7,0.0
レーヴドスカー,5,54,0.1667,0.3333,6.1296,7,0.6667
アナザーワールド,5,54,0.0741,0.2407,6.8889,7,0.0
シーブリーズライフ,6,54,0.0741,0.2593,6.7407,7,0.0
ヒアトゥウィン,6,54,0.1481,0.3519,6.1296,7,0.1667
ストリートスタイル,6,54,0.0556,0.1296,9.3889,7,0.0
トロピカルガーデン,2,54,0.0741,0.2037,7.5741,7,0.0
